page,zip,size,year,make,model,trim,option,product,qty,session
verify,44321,,2012,Dodge,Durango,Crew AWD,,,,uid=61AE878B-F1C9-452C-9796C5DEC138D342&ssid=4a5a0495-3a32-4267-838b-82853e4d9f45
verify,44321,,2009,Kia,Spectra,LX,,,,uid=EBE348C5-F4A8-28FF-FCA730B8A0781699&ssid=50c5f0fb-d9c2-4554-9b9c-14b2cf16d709
verify,44321,,2009,Kia,Spectra,LX,,,,uid=EBE348C5-F4A8-28FF-FCA730B8A0781699&ssid=6127341c-8a67-4c07-af13-bcddaf12e4db
verify,44321,,2009,Kia,Spectra,LX,,,,uid=EBE348C5-F4A8-28FF-FCA730B8A0781699&ssid=4179715a-172f-4892-af24-bc6e0752f652
verify,44321,,2009,Kia,Spectra,LX,,,,uid=EBE348C5-F4A8-28FF-FCA730B8A0781699&ssid=3da09279-d1b0-4aa3-90fc-b5ffba653436
verify,44321,,2012,Dodge,Durango,Crew AWD,,,,uid=61AE878B-F1C9-452C-9796C5DEC138D342&ssid=81c0d1e6-ac45-43f9-a880-9e7d58d449ce
verify,44321,,2012,Dodge,Durango,Crew AWD,,,,uid=61AE878B-F1C9-452C-9796C5DEC138D342&ssid=db75c956-bd08-4ecd-b91b-4b180ccd5231
verify,44321,,2012,Dodge,Durango,Crew AWD,,,,uid=61AE878B-F1C9-452C-9796C5DEC138D342&ssid=4179715a-172f-4892-af24-bc6e0752f652
verify,44321,,2012,Dodge,Durango,Crew AWD,,,,uid=61AE878B-F1C9-452C-9796C5DEC138D342&ssid=3da09279-d1b0-4aa3-90fc-b5ffba653436
verify,44321,,2009,Kia,Spectra,EX,,,,uid=EBE348C5-F4A8-28FF-FCA730B8A0781699&ssid=b1d22c0f-3760-44db-9881-6dec059a1b67
tirecoach,44321,,2012,BMW,328i,Sedan Base,Standard,,,uid=A95FC3D1-075F-4294-35C6821E6327F7FF&ssid=b343bcd1-b1cd-445b-a8de-d369c298e7dc
verify,44321,,2012,Mercedes-Benz,G550,SUV,,,,uid=5E276E14-ABFE-3B28-66D3F9E68B8C3D0B&ssid=85a6da4d-9bd1-4f34-b16d-6297159642ac
tirecoach,44321,,2003,BMW,525i,Sedan,Sport Package,,,uid=A95FC3D1-075F-4294-35C6821E6327F7FF&ssid=7a4c10ad-bcae-402d-a96a-40594c32cf81
tirecoach,44321,,2012,BMW,640i,Convertible,M Sport Package (19"),,,uid=A95FC3D1-075F-4294-35C6821E6327F7FF&ssid=fea702a8-462d-4ac6-8da9-3e44fc1c944d
tirecoach,44321,,2012,Dodge,Durango,Crew AWD,,,,uid=61AE878B-F1C9-452C-9796C5DEC138D342&ssid=4033d08e-6fc9-44c3-80d6-8d4365cd4f7c
install,44321,,2012,BMW,328i,Convertible,Standard,Eagle NCT5 A ROF,2,uid=A95FC3D1-075F-4294-35C6821E6327F7FF&ssid=cbc9e2f1-6fd7-4dfc-8430-a670108e9c85
install,44321,,2012,Dodge,Challenger,R/T Plus,Standard,AVID ENVigor,2,uid=61AE878B-F1C9-452C-9796C5DEC138D342&ssid=d6b82be6-179b-4e0b-9002-881f00b662f6
install,44321,,2003,BMW,525i,Sedan,Sport Package,Pilot Super Sport,2,uid=A95FC3D1-075F-4294-35C6821E6327F7FF&ssid=a20b2acc-f28f-4caf-8cc4-8c951d2b752c
install,44321,,2012,BMW,640i,Convertible,Option (19"),SP Sport Maxx GT,2,uid=A95FC3D1-075F-4294-35C6821E6327F7FF&ssid=422d8c39-e2ea-47ee-936e-3db679b6d90d
checkout,44114,,2012,Kia,Sorento,LX,,Latitude Tour HP,1,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=da349437-425e-4a14-959c-e41b03b8c802
checkout,44114,,2012,Kia,Sorento,LX,,4X4 Contact,1,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=a7b8a912-9988-44c3-a406-fe46b9492d57
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=8be79d5c-1486-4d51-8ab8-0f32efae4632
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=c2f1c58f-441a-4b7a-af57-e2eeea2858a9
product,44114,,2012,Dodge,Durango,Crew AWD,,,,uid=BDCBDAF2-F430-CD2F-FA1DF22C7954B8E4&ssid=bf30bf89-ef20-4e91-a28c-6f52852950b6
product,44114,,2012,Dodge,Durango,Crew AWD,,,,uid=BDCBDAF2-F430-CD2F-FA1DF22C7954B8E4&ssid=551834df-7b31-4a4d-8352-b655691c189a
product,44114,,2009,Kia,Spectra,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=cbb24cca-c6ab-4b49-ad1e-fe51c607e197
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=22406e35-4b90-4e6a-969d-a7242c0924ef
product,44114,,2012,Dodge,Durango,Crew AWD,,,,uid=BDCBDAF2-F430-CD2F-FA1DF22C7954B8E4&ssid=a242b7db-32e8-49c8-8124-dc576db619ed
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=a863eab9-55ec-48e4-917a-6bb1ae9dcb41
product,44114,,2009,Kia,Spectra,EX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=8813bf94-d4f1-4acc-af8e-73e67566dfef
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=481b088c-aa0a-4581-a31b-7658df366ebe
product,44114,,2012,Audi,Q5,2.0T Premium,,,,uid=21BB6A0A-EDB7-1DA7-538EB1AFAEFA5D64&ssid=67278d7f-1bec-4dc5-af07-e51fa544254f
product,44114,,2009,Kia,Spectra,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=d110825a-b60e-4a46-8518-13d6801053a4
product,44114,,2009,Kia,Spectra,EX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=9ce3ea07-d5c1-4269-a404-b10c360e347e
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=7cf7d3a8-e38f-42c0-a0bc-d257d77dea10
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=752f4217-5c71-461f-a545-e5d44bf69cb0
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=1441e4f8-6773-4a25-9782-f276d1ed63c0
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=49431147-9923-4f9f-b185-eedb043cddc2
product,44114,,2012,Audi,Q5,2.0T Premium,,,,uid=21BB6A0A-EDB7-1DA7-538EB1AFAEFA5D64&ssid=5424a7b2-daca-45fd-85f4-80f73d9507c8
product,44114,,2012,Dodge,Durango,Crew AWD,,,,uid=BDCBDAF2-F430-CD2F-FA1DF22C7954B8E4&ssid=d2f09051-d906-453b-a73c-3de221ec87c8
product,44114,,2012,Dodge,Durango,Crew AWD,,,,uid=BDCBDAF2-F430-CD2F-FA1DF22C7954B8E4&ssid=f0d20752-3026-4266-9afb-7fe7bbc315b8
product,44114,,2012,Dodge,Durango,Crew AWD,,,,uid=BDCBDAF2-F430-CD2F-FA1DF22C7954B8E4&ssid=6cb0c021-c75f-49ba-80d1-254c729e728e
product,44114,,2009,Kia,Spectra,EX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=55b6515b-f973-45ca-9e8d-c98774f81c36
product,44114,,2009,Kia,Spectra,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=10c2be8a-b050-4257-9f6a-54098a3d5c24
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=0bbdddad-250a-4aad-91df-a8e2c7aa789c
product,44114,,2009,Kia,Spectra,EX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=a0aabd91-9b77-4e24-b1eb-e75f8b9261e9
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=7d091e00-b368-4eb2-b841-e4c72f73dbd8
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=a8cb4903-0989-42f3-909b-28129c963ee5
product,44114,,2012,Audi,Q5,2.0T Premium,,,,uid=21BB6A0A-EDB7-1DA7-538EB1AFAEFA5D64&ssid=9492f279-1dcc-4a05-a9bd-9a73540a3421
product,44114,,2012,Dodge,Durango,Crew AWD,,,,uid=BDCBDAF2-F430-CD2F-FA1DF22C7954B8E4&ssid=97b975c0-36ac-430f-bdae-7dda2df78c58
product,44114,,2012,Audi,Q5,2.0T Premium,,,,uid=21BB6A0A-EDB7-1DA7-538EB1AFAEFA5D64&ssid=e81cccf2-a6bb-45fc-8127-4ec1649dec36
product,44114,,2012,Dodge,Durango,Crew AWD,,,,uid=BDCBDAF2-F430-CD2F-FA1DF22C7954B8E4&ssid=714d233c-a11e-4e27-9724-1e1c16dabbb1
product,44114,,2012,Audi,Q5,2.0T Premium,,,,uid=21BB6A0A-EDB7-1DA7-538EB1AFAEFA5D64&ssid=46e6c33a-db4d-472a-be14-71a99e1d0de1
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=05eb486d-b3b5-44a1-b4c3-300c2aafef3b
product,44114,,2009,Kia,Spectra,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=8a637bdc-b737-4e5c-b805-32902c8f0396
product,44114,,2009,Kia,Spectra,EX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=550fccc1-b4b0-4765-a97f-c7468e24b8d9
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=e09fe6a7-cd90-44bb-8602-d26e25c9fd9a
product,44114,,2012,Dodge,Durango,Crew AWD,,,,uid=BDCBDAF2-F430-CD2F-FA1DF22C7954B8E4&ssid=cf157644-418e-41ab-b7f0-a4864aae2b2a
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=9aafd54a-3d8a-4414-a922-d12a9c8d2b30
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=fc4928aa-54cf-4c2e-b0dc-57255f5a31b2
product,44114,,2009,Kia,Spectra,EX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=7b68af87-be99-48cc-964d-c7fb67386f28
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=2082196a-5cc6-4fe1-8c8b-514e35d9b77a
product,44114,,2012,Dodge,Durango,Crew AWD,,,,uid=BDCBDAF2-F430-CD2F-FA1DF22C7954B8E4&ssid=21c98ce0-7e79-4315-a81a-f31c7a3050b4
product,44114,,2009,Kia,Spectra,EX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=900224b6-915f-42c4-ad20-58fa36366aa1
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=b06c1dcd-a7ce-42ea-88dd-b07ac95dc18d
product,44114,,2012,Audi,Q5,2.0T Premium,,,,uid=21BB6A0A-EDB7-1DA7-538EB1AFAEFA5D64&ssid=a5da28ac-54d2-4bc0-bcd9-5de3311ed7d6
product,44321,,2012,Dodge,Durango,Crew AWD,,,,uid=61AE878B-F1C9-452C-9796C5DEC138D342&ssid=4803f9fe-c517-4e39-a1f8-cb1eabcca6c0
verify,44321,,2009,Kia,Spectra,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=cf9c755d-849a-4f41-be37-895959d33ea5
verify,44321,,2012,Dodge,Durango,Crew AWD,,,,uid=61AE878B-F1C9-452C-9796C5DEC138D342&ssid=7303f716-6a7c-40ee-adbe-b1528b418275
verify,44321,,2012,Kia,Sorento,LX,,,,uid=EBE348C5-F4A8-28FF-FCA730B8A0781699&ssid=e0c3898e-3f1a-4df9-8473-49e4065d59e5
verify,44321,,2012,Dodge,Durango,Crew AWD,,,,uid=61AE878B-F1C9-452C-9796C5DEC138D342&ssid=4c5e5ebd-441d-4851-81fa-f70ff7ffa609
tirecoach,44321,,2012,Kia,Sorento,LX,,,,uid=EBE348C5-F4A8-28FF-FCA730B8A0781699&ssid=d318da7f-e2ba-446c-9b88-db436f7d6d39
install,44321,,2012,Dodge,Durango,Crew AWD,,Wrangler SR-A,2,uid=61AE878B-F1C9-452C-9796C5DEC138D342&ssid=2fb6f3e2-13a8-4321-a18b-933e2914b3a6
verify,44321,,2012,Mercedes-Benz,G550,SUV,,,,uid=5E276E14-ABFE-3B28-66D3F9E68B8C3D0B&ssid=30fd4caf-3489-4e46-b56c-775ceea8936c
verify,44321,,2009,Kia,Spectra,LX,,,,uid=EBE348C5-F4A8-28FF-FCA730B8A0781699&ssid=a80d9e75-e10c-4626-9015-a267f295c6d7
verify,44321,,2012,Dodge,Durango,Crew AWD,,,,uid=61AE878B-F1C9-452C-9796C5DEC138D342&ssid=5d90ae09-3d1e-43b9-a53b-c6693da03bf5
tirecoach,44321,,2012,BMW,640i,Convertible,Option (19"),,,uid=A95FC3D1-075F-4294-35C6821E6327F7FF&ssid=58505ae7-dc1a-478f-9e0a-6ea9d7c31059
install,44321,,2012,BMW,328i,Convertible,M Sport Package,Potenza RE050A I* RFT,2,uid=A95FC3D1-075F-4294-35C6821E6327F7FF&ssid=31a76ee7-3a9d-4303-88ae-9c59e4d3f46e
product,44114,,2012,Audi,Q5,2.0T Premium,,,,uid=21BB6A0A-EDB7-1DA7-538EB1AFAEFA5D64&ssid=accf3d50-7777-4c13-a22b-c0afc897bc37
product,44114,,2009,Kia,Spectra,EX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=f505a14f-2e1b-4297-a25c-f3c0210a8bd0
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=5241e2db-eaeb-4aa6-886d-dedb10267340
product,44114,,2009,Kia,Spectra,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=c7434786-264f-4888-b115-5d2332f20f9e
product,44114,,2009,Kia,Spectra,EX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=4b96f54b-f7ab-4aae-b372-b713fe7f232c
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=35a3cb31-a0aa-4301-b00f-15098066bf15
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=158b1ecd-62d7-4e3d-85b5-85637cd67a21
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=d953d2a0-20bb-4916-8172-cac29d9b6f08
product,44114,,2009,Kia,Spectra,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=196384aa-5c50-4b84-801d-09d56dfb692e
product,44114,,2012,Dodge,Durango,Crew AWD,,,,uid=BDCBDAF2-F430-CD2F-FA1DF22C7954B8E4&ssid=5e402c7f-1487-4d2a-8e47-32ce5d6bcca8
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=497711f2-a149-4954-a9e2-aa70dd819bdb
product,44114,,2012,Dodge,Durango,Crew AWD,,,,uid=BDCBDAF2-F430-CD2F-FA1DF22C7954B8E4&ssid=54b8db3c-7094-42b5-a4a8-a2b77a9666dc
product,44114,,2009,Kia,Spectra,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=9806724f-07b3-40bd-8929-ac385acc5799
product,44114,,2012,Audi,Q5,2.0T Premium,,,,uid=21BB6A0A-EDB7-1DA7-538EB1AFAEFA5D64&ssid=e1706e28-716d-4b30-95d3-7d0327a448c6
product,44114,,2009,Kia,Spectra,EX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=df9e27da-94e6-4a9c-8f00-0522121442f8
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=a69e3a0e-4da9-4a51-be14-e6c21422f44b
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=58284dce-eaed-42fc-9dac-e8c08a1675c1
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=01ce3ba2-722d-43a0-943a-fb955d117f38
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=3f9090ac-d805-4572-96a9-051474be35b6
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=50e9e07e-86a4-4a4c-8ff2-6f00481c61b4
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=3551b3f9-eaf4-43c1-b9a9-2001ec769e52
product,44114,,2009,Kia,Spectra,EX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=289da2c1-b166-4087-a44e-3bb4fb62a7dc
product,44114,,2012,Dodge,Durango,Crew AWD,,,,uid=BDCBDAF2-F430-CD2F-FA1DF22C7954B8E4&ssid=a4276c56-b943-482e-b97a-8300a06d41aa
product,44114,,2012,Dodge,Durango,Crew AWD,,,,uid=BDCBDAF2-F430-CD2F-FA1DF22C7954B8E4&ssid=dd01326c-271b-4da3-9874-e013ca3c8498
product,44114,,2012,Audi,Q5,2.0T Premium,,,,uid=21BB6A0A-EDB7-1DA7-538EB1AFAEFA5D64&ssid=f59a9df4-d871-4176-9201-d4043689049c
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=f071b482-92e9-4e3d-95d6-7d2c24ebd596
product,44114,,2012,Audi,Q5,2.0T Premium,,,,uid=21BB6A0A-EDB7-1DA7-538EB1AFAEFA5D64&ssid=468fdb5a-cd9d-4d37-bfb4-022a7995a70c
product,44114,,2009,Kia,Spectra,EX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=4b508e14-744d-4071-9650-3851bedea8ea
product,44114,,2009,Kia,Spectra,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=f94c9142-1850-4392-9f47-814027fd7057
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=767f4440-a761-45b8-9e98-992dee8ce72d
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=1849c015-ca6e-4a73-89a8-9635a80ac965
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=06abe04f-452f-4106-af6d-148f17f4570d
product,44114,,2009,Kia,Spectra,EX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=7f64ad18-86f0-47ed-b132-45eee4a6913a
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=f042b084-2ca3-4ed0-b8ad-86c63a5e6fbb
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=48930554-19bc-4183-aefd-808857ebda73
product,44114,,2012,Audi,Q5,2.0T Premium,,,,uid=21BB6A0A-EDB7-1DA7-538EB1AFAEFA5D64&ssid=9304b003-3b16-4923-98e0-9ee967f4e401
product,44114,,2009,Kia,Spectra,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=b2230e57-8b16-406d-8ece-3065f9f97ad7
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=285a8ecd-4d68-4c13-a68e-e547b5cf77f7
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=839a0d99-832e-48cd-9559-9fc3954040b3
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=cbb17933-54b9-4661-bd3b-bb9abdc298f9
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=c997148f-2008-496e-8532-5392c456de80
product,44114,,2012,Audi,Q5,2.0T Premium,,,,uid=21BB6A0A-EDB7-1DA7-538EB1AFAEFA5D64&ssid=7c5324ab-4f42-4226-982c-67349ad07717
product,44114,,2009,Kia,Spectra,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=571a33e9-88b9-4b9a-8d63-cf077246bdeb
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=d929acc5-5577-411e-830a-cc3261556be4
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=6964e207-faf6-4a74-9e48-2c6ea558f61a
product,44114,,2012,Audi,Q5,2.0T Premium,,,,uid=21BB6A0A-EDB7-1DA7-538EB1AFAEFA5D64&ssid=3de4aa18-2ac7-4b49-ae4a-4a0b47f23369
product,44114,,2012,Mercedes-Benz,G550,SUV,,,,uid=4D845891-A37B-2FF1-A9460F4F9972DA0F&ssid=56810389-69a9-417e-b485-d2fd05b47202
product,44114,,2012,Dodge,Durango,Crew AWD,,,,uid=BDCBDAF2-F430-CD2F-FA1DF22C7954B8E4&ssid=2f9b5e80-fe92-47ab-bf37-a09a05b83c18
product,44114,,2012,Audi,Q5,2.0T Premium,,,,uid=21BB6A0A-EDB7-1DA7-538EB1AFAEFA5D64&ssid=eed7cac5-e76c-42e2-b011-c7ad07f3319c
product,44114,,2012,Dodge,Durango,Crew AWD,,,,uid=BDCBDAF2-F430-CD2F-FA1DF22C7954B8E4&ssid=c01a8416-992f-44c6-9d8a-b32ccca8d545
product,44321,,2012,Dodge,Durango,Crew AWD,,,,uid=61AE878B-F1C9-452C-9796C5DEC138D342&ssid=7ec60ab4-4c56-43a7-b3e7-681f9248b942
verify,44321,,2009,Kia,Spectra,EX,,,,uid=EBE348C5-F4A8-28FF-FCA730B8A0781699&ssid=897199f5-3162-4d95-a176-14fe1ea80979
product,44321,,2012,Audi,Q5,2.0T Premium,,,,uid=3C7C80D1-EBD3-8EE0-97924D011FF9B062&ssid=ab032a82-7c3d-4b73-8919-88af17ea9b23
verify,44321,,2009,Kia,Spectra,EX,,,,uid=EBE348C5-F4A8-28FF-FCA730B8A0781699&ssid=eab72f6b-44ed-4478-a1df-7df31cac1cc9
verify,44321,,2012,Dodge,Durango,Crew AWD,,,,uid=61AE878B-F1C9-452C-9796C5DEC138D342&ssid=a77c8fb0-de55-4794-9ebb-4b82a24b53f9
verify,44321,,2009,Kia,Spectra,LX,,,,uid=EBE348C5-F4A8-28FF-FCA730B8A0781699&ssid=f944d27a-1433-4645-9909-9c179b016b23
verify,44321,,2009,Kia,Spectra,LX,,,,uid=EBE348C5-F4A8-28FF-FCA730B8A0781699&ssid=2dd39218-0de3-4433-ab67-9c43140b7995
verify,44321,,2009,Kia,Spectra,LX,,,,uid=EBE348C5-F4A8-28FF-FCA730B8A0781699&ssid=354f09c4-b8be-4c3f-a11d-689f53870e18
verify,44321,,2012,Kia,Sorento,LX,,,,uid=EBE348C5-F4A8-28FF-FCA730B8A0781699&ssid=9203fc30-49da-4dae-bcb5-3c9d0e805326
verify,44321,,2012,Dodge,Durango,Crew AWD,,,,uid=61AE878B-F1C9-452C-9796C5DEC138D342&ssid=57e2e03a-7e90-4ff8-89b7-d059814f13b4
verify,44321,,2012,Dodge,Durango,Crew AWD,,,,uid=61AE878B-F1C9-452C-9796C5DEC138D342&ssid=94339706-2b5f-405c-9a77-c5abc50cd601
verify,44321,,2012,Dodge,Durango,Crew AWD,,,,uid=61AE878B-F1C9-452C-9796C5DEC138D342&ssid=354f09c4-b8be-4c3f-a11d-689f53870e18
verify,44321,,2009,Kia,Spectra,LX,,,,uid=EBE348C5-F4A8-28FF-FCA730B8A0781699&ssid=c461a290-ce5d-4faf-8119-a53fed1ba827
verify,44321,,2012,Kia,Sorento,LX,,,,uid=EBE348C5-F4A8-28FF-FCA730B8A0781699&ssid=aad4a77b-c326-4bb6-a703-ccb11938e68e
verify,44321,,2012,Dodge,Durango,Crew AWD,,,,uid=61AE878B-F1C9-452C-9796C5DEC138D342&ssid=c461a290-ce5d-4faf-8119-a53fed1ba827
tirecoach,44321,,2012,Audi,Q5,2.0T Premium,,,,uid=3C7C80D1-EBD3-8EE0-97924D011FF9B062&ssid=0f550cfe-e3f8-4cb0-a123-654acd38d519
install,44321,,2012,Audi,Q5,2.0T Premium,,Scorpion Verde A/S Plus,2,uid=3C7C80D1-EBD3-8EE0-97924D011FF9B062&ssid=0a7a6527-84df-4e19-acaf-15fc44d23193
tirecoach,44321,,2007,BMW,525xi,Sedan,Sport Package,,,uid=A95FC3D1-075F-4294-35C6821E6327F7FF&ssid=c186543a-7547-4fe9-abff-fc156574c223
install,44321,,2012,BMW,640i,Convertible,M Sport Package (19"),SP Sport Maxx GT,2,uid=A95FC3D1-075F-4294-35C6821E6327F7FF&ssid=7cd9fea5-78f7-42dc-af51-e4ff67dc7abb
product,44114,,2012,Audi,Q5,2.0T Premium,,,,uid=21BB6A0A-EDB7-1DA7-538EB1AFAEFA5D64&ssid=1e11a92a-cbdb-4dea-af4f-fa32000b68f0
product,44114,,2009,Kia,Spectra,EX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=99480854-7826-42fb-afa2-4266651c917a
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=ae23f8d9-8dd7-4b10-ab9c-21e31a37b3a9
product,44114,,2009,Kia,Spectra,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=058e3485-8431-4e02-b89b-d8dd20a46dbf
product,44114,,2012,Dodge,Durango,Crew AWD,,,,uid=BDCBDAF2-F430-CD2F-FA1DF22C7954B8E4&ssid=50cb6a1a-671c-4774-8718-dddd731eb8b3
product,44114,,2012,Kia,Sorento,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=a8ff7c5f-bd75-4dc9-b823-356c523e49c4
product,44114,,2009,Kia,Spectra,LX,,,,uid=86ADD8A7-D290-FEEA-CB68A62ABA88D6E2&ssid=b9dcaa1d-f713-4be4-ba46-7445cd657f77
